bp 1:	 1.000e+00	 1.000e+00	 1.000e+00	 1.000e+00	 1.000e+00	 3.750e+00	 3.750e+00	 3.750e+00	 3.750e+00	 3.750e+00	 6.500e+00	 6.500e+00	 6.500e+00	 6.500e+00	 6.500e+00	 9.250e+00	 9.250e+00	 9.250e+00	 9.250e+00	 9.250e+00	 1.200e+01	 1.200e+01	 1.200e+01	 1.200e+01	 1.200e+01
bp 2:	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02	 5.000e-03	 8.750e-03	 1.250e-02	 1.625e-02	 2.000e-02
119	 -1.36094731e-04	 -1.36100731e-04	 -1.36106732e-04	 -1.36112733e-04	 -1.36118734e-04	 -1.36094731e-04	 -1.36100731e-04	 -1.36106732e-04	 -1.36112733e-04	 -1.36118734e-04	 -1.36094731e-04	 -1.36100731e-04	 -1.36106732e-04	 -1.36112733e-04	 -1.36118734e-04	 -1.36094731e-04	 -1.36100731e-04	 -1.36106732e-04	 -1.36112732e-04	 -1.36118733e-04	 -1.36094731e-04	 -1.36100731e-04	 -1.36106731e-04	 -1.36112732e-04	 -1.36118733e-04
120	 -1.36095456e-04	 -1.36101456e-04	 -1.36107456e-04	 -1.36113457e-04	 -1.36119458e-04	 -1.36095456e-04	 -1.36101456e-04	 -1.36107456e-04	 -1.36113457e-04	 -1.36119458e-04	 -1.36095455e-04	 -1.36101456e-04	 -1.36107456e-04	 -1.36113457e-04	 -1.36119458e-04	 -1.36095455e-04	 -1.36101455e-04	 -1.36107456e-04	 -1.36113457e-04	 -1.36119458e-04	 -1.36095455e-04	 -1.36101455e-04	 -1.36107456e-04	 -1.36113457e-04	 -1.36119458e-04
121	 -1.36096615e-04	 -1.36102615e-04	 -1.36108615e-04	 -1.36114616e-04	 -1.36120617e-04	 -1.36096615e-04	 -1.36102615e-04	 -1.36108616e-04	 -1.36114617e-04	 -1.36120618e-04	 -1.36096615e-04	 -1.36102615e-04	 -1.36108615e-04	 -1.36114616e-04	 -1.36120617e-04	 -1.36096614e-04	 -1.36102615e-04	 -1.36108615e-04	 -1.36114616e-04	 -1.36120617e-04	 -1.36096614e-04	 -1.36102615e-04	 -1.36108615e-04	 -1.36114616e-04	 -1.36120617e-04
122	 -1.36098505e-04	 -1.36104506e-04	 -1.36110506e-04	 -1.36116507e-04	 -1.36122508e-04	 -1.36098505e-04	 -1.36104506e-04	 -1.36110506e-04	 -1.36116507e-04	 -1.36122509e-04	 -1.36098505e-04	 -1.36104506e-04	 -1.36110506e-04	 -1.36116507e-04	 -1.36122508e-04	 -1.36098505e-04	 -1.36104505e-04	 -1.36110506e-04	 -1.36116507e-04	 -1.36122508e-04	 -1.36098505e-04	 -1.36104505e-04	 -1.36110506e-04	 -1.36116507e-04	 -1.36122508e-04
123	 -1.36101641e-04	 -1.36107642e-04	 -1.36113642e-04	 -1.36119643e-04	 -1.36125645e-04	 -1.36101642e-04	 -1.36107642e-04	 -1.36113643e-04	 -1.36119644e-04	 -1.36125645e-04	 -1.36101642e-04	 -1.36107642e-04	 -1.36113643e-04	 -1.36119644e-04	 -1.36125645e-04	 -1.36101642e-04	 -1.36107642e-04	 -1.36113643e-04	 -1.36119644e-04	 -1.36125645e-04	 -1.36101642e-04	 -1.36107642e-04	 -1.36113643e-04	 -1.36119644e-04	 -1.36125645e-04
124	 -1.36106920e-04	 -1.36112921e-04	 -1.36118922e-04	 -1.36124923e-04	 -1.36130924e-04	 -1.36106921e-04	 -1.36112922e-04	 -1.36118922e-04	 -1.36124924e-04	 -1.36130925e-04	 -1.36106921e-04	 -1.36112922e-04	 -1.36118923e-04	 -1.36124924e-04	 -1.36130926e-04	 -1.36106921e-04	 -1.36112922e-04	 -1.36118923e-04	 -1.36124924e-04	 -1.36130926e-04	 -1.36106921e-04	 -1.36112922e-04	 -1.36118923e-04	 -1.36124924e-04	 -1.36130926e-04
125	 -1.36115913e-04	 -1.36121913e-04	 -1.36127914e-04	 -1.36133916e-04	 -1.36139918e-04	 -1.36115915e-04	 -1.36121915e-04	 -1.36127916e-04	 -1.36133918e-04	 -1.36139920e-04	 -1.36115915e-04	 -1.36121916e-04	 -1.36127917e-04	 -1.36133919e-04	 -1.36139921e-04	 -1.36115916e-04	 -1.36121917e-04	 -1.36127918e-04	 -1.36133920e-04	 -1.36139922e-04	 -1.36115916e-04	 -1.36121917e-04	 -1.36127919e-04	 -1.36133921e-04	 -1.36139923e-04
126	 -1.36131373e-04	 -1.36137373e-04	 -1.36143375e-04	 -1.36149377e-04	 -1.36155380e-04	 -1.36131378e-04	 -1.36137378e-04	 -1.36143379e-04	 -1.36149381e-04	 -1.36155383e-04	 -1.36131379e-04	 -1.36137381e-04	 -1.36143382e-04	 -1.36149384e-04	 -1.36155387e-04	 -1.36131380e-04	 -1.36137382e-04	 -1.36143384e-04	 -1.36149387e-04	 -1.36155390e-04	 -1.36131381e-04	 -1.36137383e-04	 -1.36143386e-04	 -1.36149389e-04	 -1.36155392e-04
127	 -1.36158116e-04	 -1.36164116e-04	 -1.36170118e-04	 -1.36176121e-04	 -1.36182125e-04	 -1.36158129e-04	 -1.36164128e-04	 -1.36170129e-04	 -1.36176130e-04	 -1.36182133e-04	 -1.36158133e-04	 -1.36164134e-04	 -1.36170137e-04	 -1.36176139e-04	 -1.36182143e-04	 -1.36158135e-04	 -1.36164138e-04	 -1.36170142e-04	 -1.36176146e-04	 -1.36182151e-04	 -1.36158137e-04	 -1.36164141e-04	 -1.36170146e-04	 -1.36176151e-04	 -1.36182157e-04
128	 -1.36204524e-04	 -1.36210521e-04	 -1.36216523e-04	 -1.36222528e-04	 -1.36228533e-04	 -1.36204555e-04	 -1.36210551e-04	 -1.36216549e-04	 -1.36222550e-04	 -1.36228552e-04	 -1.36204565e-04	 -1.36210567e-04	 -1.36216569e-04	 -1.36222573e-04	 -1.36228577e-04	 -1.36204571e-04	 -1.36210576e-04	 -1.36216582e-04	 -1.36222589e-04	 -1.36228597e-04	 -1.36204576e-04	 -1.36210583e-04	 -1.36216592e-04	 -1.36222602e-04	 -1.36228613e-04
129	 -1.36285057e-04	 -1.36291045e-04	 -1.36297048e-04	 -1.36303054e-04	 -1.36309062e-04	 -1.36285136e-04	 -1.36291121e-04	 -1.36297113e-04	 -1.36303109e-04	 -1.36309109e-04	 -1.36285161e-04	 -1.36291160e-04	 -1.36297162e-04	 -1.36303166e-04	 -1.36309172e-04	 -1.36285176e-04	 -1.36291184e-04	 -1.36297195e-04	 -1.36303207e-04	 -1.36309222e-04	 -1.36285187e-04	 -1.36291202e-04	 -1.36297220e-04	 -1.36303240e-04	 -1.36309262e-04
130	 -1.36424388e-04	 -1.36430352e-04	 -1.36436351e-04	 -1.36442359e-04	 -1.36448370e-04	 -1.36424583e-04	 -1.36430540e-04	 -1.36436512e-04	 -1.36442496e-04	 -1.36448488e-04	 -1.36424647e-04	 -1.36430638e-04	 -1.36436635e-04	 -1.36442637e-04	 -1.36448645e-04	 -1.36424684e-04	 -1.36430698e-04	 -1.36436717e-04	 -1.36442741e-04	 -1.36448770e-04	 -1.36424711e-04	 -1.36430744e-04	 -1.36436781e-04	 -1.36442822e-04	 -1.36448869e-04
131	 -1.36663980e-04	 -1.36669878e-04	 -1.36675865e-04	 -1.36681871e-04	 -1.36687885e-04	 -1.36664465e-04	 -1.36670347e-04	 -1.36676265e-04	 -1.36682211e-04	 -1.36688179e-04	 -1.36664624e-04	 -1.36670589e-04	 -1.36676570e-04	 -1.36682564e-04	 -1.36688571e-04	 -1.36664716e-04	 -1.36670741e-04	 -1.36676776e-04	 -1.36682822e-04	 -1.36688881e-04	 -1.36664784e-04	 -1.36670855e-04	 -1.36676934e-04	 -1.36683025e-04	 -1.36689129e-04
132	 -1.37072242e-04	 -1.37077971e-04	 -1.37083919e-04	 -1.37089914e-04	 -1.37095928e-04	 -1.37073442e-04	 -1.37079130e-04	 -1.37084908e-04	 -1.37090755e-04	 -1.37096653e-04	 -1.37073837e-04	 -1.37079730e-04	 -1.37085662e-04	 -1.37091627e-04	 -1.37097623e-04	 -1.37074063e-04	 -1.37080105e-04	 -1.37086171e-04	 -1.37092266e-04	 -1.37098391e-04	 -1.37074230e-04	 -1.37080387e-04	 -1.37086563e-04	 -1.37092767e-04	 -1.37099004e-04
133	 -1.37759561e-04	 -1.37764865e-04	 -1.37770705e-04	 -1.37776661e-04	 -1.37782661e-04	 -1.37762496e-04	 -1.37767699e-04	 -1.37773124e-04	 -1.37778715e-04	 -1.37784431e-04	 -1.37763462e-04	 -1.37769169e-04	 -1.37774969e-04	 -1.37780850e-04	 -1.37786805e-04	 -1.37764017e-04	 -1.37770085e-04	 -1.37776215e-04	 -1.37782412e-04	 -1.37788684e-04	 -1.37764426e-04	 -1.37770776e-04	 -1.37777174e-04	 -1.37783639e-04	 -1.37790187e-04
134	 -1.38899441e-04	 -1.38903712e-04	 -1.38909272e-04	 -1.38915112e-04	 -1.38921057e-04	 -1.38906514e-04	 -1.38910538e-04	 -1.38915098e-04	 -1.38920057e-04	 -1.38925318e-04	 -1.38908842e-04	 -1.38914081e-04	 -1.38919544e-04	 -1.38925202e-04	 -1.38931038e-04	 -1.38910182e-04	 -1.38916291e-04	 -1.38922550e-04	 -1.38928969e-04	 -1.38935569e-04	 -1.38911167e-04	 -1.38917956e-04	 -1.38924862e-04	 -1.38931928e-04	 -1.38939194e-04
135	 -1.40756391e-04	 -1.40758220e-04	 -1.40763095e-04	 -1.40768630e-04	 -1.40774414e-04	 -1.40773115e-04	 -1.40774353e-04	 -1.40776860e-04	 -1.40780307e-04	 -1.40784470e-04	 -1.40778625e-04	 -1.40782736e-04	 -1.40787376e-04	 -1.40792475e-04	 -1.40797998e-04	 -1.40781795e-04	 -1.40787966e-04	 -1.40794488e-04	 -1.40801392e-04	 -1.40808721e-04	 -1.40784127e-04	 -1.40791907e-04	 -1.40799963e-04	 -1.40808396e-04	 -1.40817304e-04
136	 -1.43719723e-04	 -1.43715950e-04	 -1.43719221e-04	 -1.43724017e-04	 -1.43729386e-04	 -1.43758391e-04	 -1.43753232e-04	 -1.43751011e-04	 -1.43750968e-04	 -1.43752579e-04	 -1.43771142e-04	 -1.43772626e-04	 -1.43775337e-04	 -1.43779109e-04	 -1.43783862e-04	 -1.43778481e-04	 -1.43784734e-04	 -1.43791801e-04	 -1.43799750e-04	 -1.43808683e-04	 -1.43783881e-04	 -1.43793861e-04	 -1.43804482e-04	 -1.43815975e-04	 -1.43828569e-04
137	 -1.48339871e-04	 -1.48323665e-04	 -1.48323334e-04	 -1.48326437e-04	 -1.48330821e-04	 -1.48427019e-04	 -1.48407630e-04	 -1.48394874e-04	 -1.48387035e-04	 -1.48382925e-04	 -1.48455796e-04	 -1.48451380e-04	 -1.48449733e-04	 -1.48450482e-04	 -1.48453445e-04	 -1.48472369e-04	 -1.48478716e-04	 -1.48486900e-04	 -1.48497078e-04	 -1.48509479e-04	 -1.48484565e-04	 -1.48499333e-04	 -1.48515550e-04	 -1.48533739e-04	 -1.48554423e-04
138	 -1.55360384e-04	 -1.55317519e-04	 -1.55309426e-04	 -1.55308849e-04	 -1.55311055e-04	 -1.55551319e-04	 -1.55501297e-04	 -1.55465853e-04	 -1.55441199e-04	 -1.55424723e-04	 -1.55614483e-04	 -1.55597271e-04	 -1.55586144e-04	 -1.55580278e-04	 -1.55579271e-04	 -1.55650884e-04	 -1.55657304e-04	 -1.55667759e-04	 -1.55682593e-04	 -1.55702315e-04	 -1.55677685e-04	 -1.55702614e-04	 -1.55730734e-04	 -1.55763196e-04	 -1.55801158e-04
139	 -1.65735161e-04	 -1.65637170e-04	 -1.65613036e-04	 -1.65604849e-04	 -1.65602514e-04	 -1.66140898e-04	 -1.66027183e-04	 -1.65944573e-04	 -1.65884948e-04	 -1.65842722e-04	 -1.66275452e-04	 -1.66231473e-04	 -1.66200475e-04	 -1.66180693e-04	 -1.66171262e-04	 -1.66353068e-04	 -1.66359448e-04	 -1.66374435e-04	 -1.66398763e-04	 -1.66433525e-04	 -1.66410249e-04	 -1.66456135e-04	 -1.66508846e-04	 -1.66570855e-04	 -1.66644646e-04
140	 -1.80618530e-04	 -1.80410781e-04	 -1.80354876e-04	 -1.80331701e-04	 -1.80320407e-04	 -1.81453300e-04	 -1.81211813e-04	 -1.81034675e-04	 -1.80904982e-04	 -1.80811143e-04	 -1.81731046e-04	 -1.81633077e-04	 -1.81561957e-04	 -1.81514010e-04	 -1.81487429e-04	 -1.81891463e-04	 -1.81897494e-04	 -1.81921322e-04	 -1.81964470e-04	 -1.82029211e-04	 -1.82009740e-04	 -1.82097530e-04	 -1.82199494e-04	 -1.82320774e-04	 -1.82466564e-04
141	 -2.01317388e-04	 -2.00899474e-04	 -2.00783283e-04	 -2.00731996e-04	 -2.00703958e-04	 -2.02978247e-04	 -2.02489638e-04	 -2.02129978e-04	 -2.01865126e-04	 -2.01671760e-04	 -2.03533263e-04	 -2.03330294e-04	 -2.03181125e-04	 -2.03078314e-04	 -2.03018201e-04	 -2.03854360e-04	 -2.03859342e-04	 -2.03899969e-04	 -2.03979306e-04	 -2.04101941e-04	 -2.04091355e-04	 -2.04260279e-04	 -2.04457746e-04	 -2.04694150e-04	 -2.04980029e-04
142	 -2.29201351e-04	 -2.28396630e-04	 -2.28170883e-04	 -2.28069360e-04	 -2.28011643e-04	 -2.32394976e-04	 -2.31445531e-04	 -2.30746371e-04	 -2.30230549e-04	 -2.29852563e-04	 -2.33468305e-04	 -2.33068343e-04	 -2.32772794e-04	 -2.32567039e-04	 -2.32443852e-04	 -2.34090624e-04	 -2.34093141e-04	 -2.34164802e-04	 -2.34311583e-04	 -2.34542473e-04	 -2.34550583e-04	 -2.34871575e-04	 -2.35248331e-04	 -2.35701244e-04	 -2.36251113e-04
143	 -2.65577986e-04	 -2.64088979e-04	 -2.63672487e-04	 -2.63485376e-04	 -2.63377726e-04	 -2.71513103e-04	 -2.69734473e-04	 -2.68426629e-04	 -2.67461993e-04	 -2.66754418e-04	 -2.73522606e-04	 -2.72765673e-04	 -2.72205131e-04	 -2.71813044e-04	 -2.71575542e-04	 -2.74691034e-04	 -2.74688430e-04	 -2.74815788e-04	 -2.75084427e-04	 -2.75511453e-04	 -2.75556176e-04	 -2.76153325e-04	 -2.76856260e-04	 -2.77703881e-04	 -2.78736162e-04
144	 -3.11552531e-04	 -3.08899262e-04	 -3.08164290e-04	 -3.07837979e-04	 -3.07650453e-04	 -3.22219583e-04	 -3.18999233e-04	 -3.16638136e-04	 -3.14899620e-04	 -3.13625178e-04	 -3.25865662e-04	 -3.24482685e-04	 -3.23458166e-04	 -3.22740090e-04	 -3.22302489e-04	 -3.27993433e-04	 -3.27980993e-04	 -3.28205554e-04	 -3.28687960e-04	 -3.29459901e-04	 -3.29572538e-04	 -3.30656514e-04	 -3.31935689e-04	 -3.33482347e-04	 -3.35371477e-04
145	 -3.67899921e-04	 -3.63339266e-04	 -3.62093564e-04	 -3.61550682e-04	 -3.61241414e-04	 -3.86463169e-04	 -3.80815016e-04	 -3.76691457e-04	 -3.73664058e-04	 -3.71448771e-04	 -3.92885305e-04	 -3.90436785e-04	 -3.88624409e-04	 -3.87353580e-04	 -3.86576758e-04	 -3.96650571e-04	 -3.96620281e-04	 -3.97010137e-04	 -3.97857537e-04	 -3.99219790e-04	 -3.99453124e-04	 -4.01372593e-04	 -4.03643279e-04	 -4.06396389e-04	 -4.09769641e-04
146	 -4.34977004e-04	 -4.27402705e-04	 -4.25368768e-04	 -4.24502676e-04	 -4.24016085e-04	 -4.66310073e-04	 -4.56690775e-04	 -4.49707803e-04	 -4.44602132e-04	 -4.40876698e-04	 -4.77316248e-04	 -4.73101525e-04	 -4.69987325e-04	 -4.67805064e-04	 -4.66469391e-04	 -4.83806965e-04	 -4.83745632e-04	 -4.84410198e-04	 -4.85866255e-04	 -4.88215264e-04	 -4.88655946e-04	 -4.91976515e-04	 -4.95915213e-04	 -5.00705478e-04	 -5.06595817e-04
147	 -5.12693700e-04	 -5.00518656e-04	 -4.97311277e-04	 -4.95980996e-04	 -4.95246676e-04	 -5.64100049e-04	 -5.48149552e-04	 -5.36654879e-04	 -5.28295742e-04	 -5.22220192e-04	 -5.82503290e-04	 -5.75425975e-04	 -5.70210366e-04	 -5.66561031e-04	 -5.64327167e-04	 -5.93435634e-04	 -5.93322031e-04	 -5.94434492e-04	 -5.96885861e-04	 -6.00852656e-04	 -6.01640258e-04	 -6.07266682e-04	 -6.13961079e-04	 -6.22132138e-04	 -6.32222241e-04
148	 -6.00546715e-04	 -5.81571617e-04	 -5.76675351e-04	 -5.74701329e-04	 -5.73633701e-04	 -6.82724242e-04	 -6.56898010e-04	 -6.38456573e-04	 -6.25137552e-04	 -6.15506171e-04	 -7.12840670e-04	 -7.01207092e-04	 -6.92663675e-04	 -6.86699499e-04	 -6.83051475e-04	 -7.30892058e-04	 -7.30692534e-04	 -7.32524439e-04	 -7.36578919e-04	 -7.43158927e-04	 -7.44515671e-04	 -7.53883512e-04	 -7.65069903e-04	 -7.78781799e-04	 -7.95799305e-04
149	 -6.97704122e-04	 -6.68979561e-04	 -6.61728491e-04	 -6.58889633e-04	 -6.57388315e-04	 -8.26039848e-04	 -7.85083237e-04	 -7.56167594e-04	 -7.35461959e-04	 -7.20584756e-04	 -8.74433969e-04	 -8.55647779e-04	 -8.41912355e-04	 -8.32352777e-04	 -8.26514489e-04	 -9.03756970e-04	 -9.03418610e-04	 -9.06393837e-04	 -9.13002662e-04	 -9.23759947e-04	 -9.26037633e-04	 -9.41417591e-04	 -9.59861393e-04	 -9.82582101e-04	 -1.01094752e-03
150	 -8.03118726e-04	 -7.60811927e-04	 -7.50375144e-04	 -7.46407732e-04	 -7.44358593e-04	 -9.99434517e-04	 -9.35626480e-04	 -8.91193718e-04	 -8.59708932e-04	 -8.37265218e-04	 -1.07604266e-03	 -1.04613879e-03	 -1.02439179e-03	 -1.00931401e-03	 -1.00012584e-03	 -1.12306339e-03	 -1.12250329e-03	 -1.12728277e-03	 -1.13793314e-03	 -1.15532365e-03	 -1.15907825e-03	 -1.18406208e-03	 -1.21417082e-03	 -1.25147596e-03	 -1.29836856e-03
151	 -9.15644897e-04	 -8.54927232e-04	 -8.40304734e-04	 -8.34904259e-04	 -8.32181298e-04	 -1.21055236e-03	 -1.11261807e-03	 -1.04553250e-03	 -9.98593105e-04	 -9.65452767e-04	 -1.33037273e-03	 -1.28330814e-03	 -1.24929755e-03	 -1.22582516e-03	 -1.21156192e-03	 -1.40502644e-03	 -1.40411496e-03	 -1.41172901e-03	 -1.42874578e-03	 -1.45662620e-03	 -1.46273567e-03	 -1.50300722e-03	 -1.55181087e-03	 -1.61267374e-03	 -1.68976739e-03
152	 -1.03413649e-03	 -9.49113498e-04	 -9.29148250e-04	 -9.21975602e-04	 -9.18444038e-04	 -1.47018177e-03	 -1.32174989e-03	 -1.22200530e-03	 -1.15324939e-03	 -1.10525940e-03	 -1.65577600e-03	 -1.58236882e-03	 -1.52970505e-03	 -1.49355216e-03	 -1.47165839e-03	 -1.77338264e-03	 -1.77191776e-03	 -1.78396866e-03	 -1.81097700e-03	 -1.85538829e-03	 -1.86523464e-03	 -1.92976466e-03	 -2.00844409e-03	 -2.10725984e-03	 -2.23346436e-03
153	 -1.15750994e-03	 -1.04122050e-03	 -1.01463253e-03	 -1.00532618e-03	 -1.00084736e-03	 -1.79326077e-03	 -1.57074177e-03	 -1.42444404e-03	 -1.32532588e-03	 -1.25706518e-03	 -2.07832682e-03	 -1.96472804e-03	 -1.88387779e-03	 -1.82870388e-03	 -1.79542154e-03	 -2.26232311e-03	 -2.25999289e-03	 -2.27895160e-03	 -2.32155575e-03	 -2.39187538e-03	 -2.40761281e-03	 -2.51042208e-03	 -2.63657064e-03	 -2.79615708e-03	 -3.00168397e-03
154	 -1.28476447e-03	 -1.12927781e-03	 -1.09472456e-03	 -1.08291993e-03	 -1.07735859e-03	 -2.19984801e-03	 -1.86967445e-03	 -1.65778065e-03	 -1.51699221e-03	 -1.42150982e-03	 -2.63400667e-03	 -2.45964162e-03	 -2.33658039e-03	 -2.25313124e-03	 -2.20300613e-03	 -2.91964144e-03	 -2.91597324e-03	 -2.94558099e-03	 -3.01228286e-03	 -3.12278292e-03	 -3.14770010e-03	 -3.31023771e-03	 -3.51089855e-03	 -3.76649600e-03	 -4.09820980e-03
155	 -1.41495848e-03	 -1.21159501e-03	 -1.16775822e-03	 -1.15311414e-03	 -1.14634811e-03	 -2.71570883e-03	 -2.23106992e-03	 -1.92796255e-03	 -1.73082668e-03	 -1.59939759e-03	 -3.37024410e-03	 -3.10534687e-03	 -2.91994052e-03	 -2.79501686e-03	 -2.72030718e-03	 -3.80895598e-03	 -3.80325693e-03	 -3.84899622e-03	 -3.95226812e-03	 -4.12392032e-03	 -4.16285691e-03	 -4.41670947e-03	 -4.73176033e-03	 -5.13534731e-03	 -5.66226131e-03
156	 -1.54714902e-03	 -1.28684048e-03	 -1.23253327e-03	 -1.21476339e-03	 -1.20669511e-03	 -3.37188783e-03	 -2.66946991e-03	 -2.24159274e-03	 -1.96954309e-03	 -1.79150384e-03	 -4.34532778e-03	 -3.94858917e-03	 -3.67301043e-03	 -3.48844609e-03	 -3.37853296e-03	 -5.00869682e-03	 -5.00000248e-03	 -5.06950341e-03	 -5.22669799e-03	 -5.48865431e-03	 -5.54833206e-03	 -5.93729438e-03	 -6.42179605e-03	 -7.04464917e-03	 -7.86035204e-03
157	 -1.68030763e-03	 -1.35409391e-03	 -1.28837498e-03	 -1.26727958e-03	 -1.25784769e-03	 -4.20239478e-03	 -3.20020292e-03	 -2.60518734e-03	 -2.23552771e-03	 -1.99828330e-03	 -5.62353479e-03	 -5.04097940e-03	 -4.63882105e-03	 -4.37086390e-03	 -4.21187993e-03	 -6.60450081e-03	 -6.59156663e-03	 -6.69467635e-03	 -6.92813468e-03	 -7.31775058e-03	 -7.40674571e-03	 -7.98639161e-03	 -8.70934597e-03	 -9.63921770e-03	 -1.08560099e-02
158	 -1.81323326e-03	 -1.41286761e-03	 -1.33514344e-03	 -1.31063556e-03	 -1.29982422e-03	 -5.23919447e-03	 -3.83708821e-03	 -3.02399158e-03	 -2.53019086e-03	 -2.21950251e-03	 -7.26402000e-03	 -6.43072890e-03	 -5.85779978e-03	 -5.47748981e-03	 -5.25249394e-03	 -8.67222209e-03	 -8.65360268e-03	 -8.80176331e-03	 -9.13730355e-03	 -9.69730254e-03	 -9.82533067e-03	 -1.06579348e-02	 -1.16947547e-02	 -1.30243204e-02	 -1.47552056e-02
159	 -1.94448759e-03	 -1.46309324e-03	 -1.37318819e-03	 -1.34530792e-03	 -1.33315131e-03	 -6.50442523e-03	 -4.58910255e-03	 -3.50042410e-03	 -2.85320238e-03	 -2.45385260e-03	 -9.30371005e-03	 -8.14975669e-03	 -7.35748139e-03	 -6.83261090e-03	 -6.52264195e-03	 -1.12528087e-02	 -1.12270503e-02	 -1.14317881e-02	 -1.18951560e-02	 -1.26673383e-02	 -1.28437354e-02	 -1.39880055e-02	 -1.54066330e-02	 -1.72143170e-02	 -1.95466213e-02
160	 -2.07237903e-03	 -1.50507490e-03	 -1.40325372e-03	 -1.37216649e-03	 -1.35874708e-03	 -8.00129270e-03	 -5.45655358e-03	 -4.03242328e-03	 -3.20176649e-03	 -2.69863463e-03	 -1.17387357e-02	 -1.01991154e-02	 -9.14063337e-03	 -8.43943451e-03	 -8.02555189e-03	 -1.43274062e-02	 -1.42933166e-02	 -1.45641302e-02	 -1.51761504e-02	 -1.61931569e-02	 -1.64249566e-02	 -1.79236090e-02	 -1.97691775e-02	 -2.21003658e-02	 -2.50739185e-02
161	 -2.19501516e-03	 -1.53941497e-03	 -1.42635204e-03	 -1.39233065e-03	 -1.37777093e-03	 -9.70677349e-03	 -6.42788255e-03	 -4.61217365e-03	 -3.57016218e-03	 -2.94963102e-03	 -1.45127653e-02	 -1.25386329e-02	 -1.11762428e-02	 -1.02721078e-02	 -9.73807908e-03	 -1.78058598e-02	 -1.77627531e-02	 -1.81052134e-02	 -1.88775723e-02	 -2.01561719e-02	 -2.04466198e-02	 -2.23175063e-02	 -2.46031574e-02	 -2.74618065e-02	 -3.10639473e-02
162	 -2.31042853e-03	 -1.56692342e-03	 -1.44362518e-03	 -1.40701927e-03	 -1.39146879e-03	 -1.15697670e-02	 -7.47847459e-03	 -5.22576159e-03	 -3.94977872e-03	 -3.20126004e-03	 -1.75197098e-02	 -1.50867539e-02	 -1.33982145e-02	 -1.22740009e-02	 -1.16088609e-02	 -2.15374673e-02	 -2.14852749e-02	 -2.19001800e-02	 -2.28337328e-02	 -2.43726997e-02	 -2.47208905e-02	 -2.69557760e-02	 -2.96637573e-02	 -3.30176259e-02	 -3.71952437e-02
163	 -2.41675985e-03	 -1.58852397e-03	 -1.45622070e-03	 -1.41742014e-03	 -1.40104046e-03	 -1.35166336e-02	 -8.57243534e-03	 -5.85413414e-03	 -4.32977573e-03	 -3.44704705e-03	 -2.06214861e-02	 -1.77323754e-02	 -1.57138211e-02	 -1.43642690e-02	 -1.35639032e-02	 -2.53405034e-02	 -2.52797191e-02	 -2.57635445e-02	 -2.68495706e-02	 -2.86324562e-02	 -2.90340876e-02	 -3.16043846e-02	 -3.46949689e-02	 -3.84890110e-02	 -4.31675645e-02
164	 -2.51246310e-03	 -1.60516902e-03	 -1.46519706e-03	 -1.42459632e-03	 -1.40754691e-03	 -1.54628202e-02	 -9.66724231e-03	 -6.47532521e-03	 -4.69830779e-03	 -3.68034964e-03	 -2.36736925e-02	 -2.03545310e-02	 -1.80193572e-02	 -1.64509734e-02	 -1.55182806e-02	 -2.90371382e-02	 -2.89686531e-02	 -2.95148529e-02	 -3.07381299e-02	 -3.27387087e-02	 -3.31873869e-02	 -3.60527932e-02	 -3.94752799e-02	 -4.36453964e-02	 -4.87452015e-02
165	 -2.59648565e-03	 -1.61777205e-03	 -1.47146576e-03	 -1.42943503e-03	 -1.41186229e-03	 -1.73266367e-02	 -1.07200347e-02	 -7.06744736e-03	 -5.04405284e-03	 -3.89518255e-03	 -2.65493305e-02	 -2.28425465e-02	 -2.02173487e-02	 -1.84461944e-02	 -1.73899809e-02	 -3.24806567e-02	 -3.24055685e-02	 -3.30060536e-02	 -3.43482002e-02	 -3.65359710e-02	 -3.70244641e-02	 -4.01407236e-02	 -4.38422569e-02	 -4.83249949e-02	 -5.37710973e-02
166	 -2.66838075e-03	 -1.62716112e-03	 -1.47576821e-03	 -1.43263423e-03	 -1.41466463e-03	 -1.90408727e-02	 -1.16937247e-02	 -7.61166363e-03	 -5.35766727e-03	 -4.08694604e-03	 -2.91539708e-02	 -2.51105727e-02	 -2.22299644e-02	 -2.02784027e-02	 -1.91115615e-02	 -3.55692794e-02	 -3.54887362e-02	 -3.61350692e-02	 -3.75771672e-02	 -3.99214366e-02	 -4.04425717e-02	 -4.37667071e-02	 -4.76976287e-02	 -5.24353324e-02	 -5.81618306e-02
167	 -2.72832771e-03	 -1.63405313e-03	 -1.47867927e-03	 -1.43471589e-03	 -1.41645326e-03	 -2.05596020e-02	 -1.25613608e-02	 -8.09439384e-03	 -5.63281785e-03	 -4.25288951e-03	 -3.14310096e-02	 -2.71041516e-02	 -2.40059670e-02	 -2.18993923e-02	 -2.06369620e-02	 -3.82478937e-02	 -3.81629906e-02	 -3.88471572e-02	 -4.03713946e-02	 -4.28436972e-02	 -4.33908752e-02	 -4.68839728e-02	 -5.10003087e-02	 -5.59430418e-02	 -6.18940592e-02
